run,DMC_Method,Nmcmc_1e4,band_max,band_min,calc_mode,maxOrder,n_meas,prefix,sign_im,sign_re,temper_first_line
research/mainline/QREF/2026-09-13/runs/reference_b0_13,0,2000,1,1,diagmc-EZ,500,150000,lif-sp3,0.0,0.949,1 T
research/mainline/QREF/2026-09-13/runs/reference_b0_14,0,2000,1,1,diagmc-EZ,500,150000,lif-sp3,0.0,0.9474133333333333,1 T
research/mainline/QREF/2026-09-13/runs/reference_b0_15,0,2000,1,1,diagmc-EZ,500,150000,lif-sp3,0.0,0.93644,1 T
research/mainline/QREF/2026-09-13/runs/reference_b0_16,0,2000,1,1,diagmc-EZ,500,150000,lif-sp3,0.0,0.9413333333333334,1 T
research/mainline/QREF/2026-09-13/runs/reference_b0_17,0,2000,1,1,diagmc-EZ,500,150000,lif-sp3,0.0,0.93668,1 T
research/mainline/QREF/2026-09-13/runs/reference_b0_18,0,2000,1,1,diagmc-EZ,500,150000,lif-sp3,0.0,0.95096,1 T
research/mainline/QREF/2026-09-13/runs/reference_b0_19,0,2000,1,1,diagmc-EZ,500,150000,lif-sp3,0.0,0.9512666666666667,1 T
research/mainline/QREF/2026-09-13/runs/reference_b0_20,0,2000,1,1,diagmc-EZ,500,150000,lif-sp3,0.0,0.9518266666666667,1 T
research/mainline/QREF/2026-09-13/runs/reference_b0_21,0,2000,1,1,diagmc-EZ,500,150000,lif-sp3,0.0,0.9496666666666667,1 T
research/mainline/QREF/2026-09-13/runs/reference_b0_22,0,2000,1,1,diagmc-EZ,500,150000,lif-sp3,0.0,0.94964,1 T
research/mainline/QREF/2026-09-13/runs/reference_b0_23,0,2000,1,1,diagmc-EZ,500,150000,lif-sp3,0.0,0.95192,1 T
research/mainline/QREF/2026-09-13/runs/reference_b0_24,0,2000,1,1,diagmc-EZ,500,150000,lif-sp3,0.0,0.9477066666666667,1 T
research/mainline/QREF/2026-09-13/runs/reference_b0_25,0,2000,1,1,diagmc-EZ,500,150000,lif-sp3,0.0,0.9526266666666666,1 T
research/mainline/QREF/2026-09-13/runs/reference_b0_26,0,2000,1,1,diagmc-EZ,500,150000,lif-sp3,0.0,0.9530666666666666,1 T
research/scheme_d_physics_first/2026-09-12/agents/F25/runs/diag_B0_s20263001,0,2000,1,1,diagmc-EZ,500,150000,lif-sp3,0.0,0.9509066666666667,1 T
