abs_err_vs_family_exact,abs_err_vs_scalar_exact,cheap_F_hat_real,ell_fwd,ell_rev,exact_F_real,matches_scalar_exact,model,n,reciprocity_residual,scalar_exact_F_real
0.0,0.0,0.054334889712425366,-0.5232871026284194,0.5232871026284194,0.054334889712425366,True,scalar,1,0.0,0.054334889712425366
0.0,0.0,0.007368570775656627,-1.0973543229485978,1.0973543229485978,0.007368570775656627,True,scalar,2,0.0,0.007368570775656627
0.0,0.0,0.0016343216084653948,-1.6821453396000692,1.6821453396000692,0.0016343216084653948,True,scalar,3,0.0,0.0016343216084653948
0.0,0.0,0.0004961054532312342,-2.2436861453146753,2.2436861453146753,0.0004961054532312342,True,scalar,4,0.0,0.0004961054532312342
0.05300979070668335,0.0,0.054334889712425366,-0.5232871026284194,0.5232871026284194,0.10734468041910872,True,twoband,1,0.0,0.054334889712425366
0.006838319485711897,0.0,0.007368570775656627,-1.0973543229485978,1.0973543229485978,0.014206890261368524,True,twoband,2,0.0,0.007368570775656627
0.0014427554381442039,0.0,0.0016343216084653948,-1.6821453396000692,1.6821453396000692,0.0030770770466095987,True,twoband,3,0.0,0.0016343216084653948
