g_over_t,omega_over_t,depth,E0,abs_D,n_crossings,sigma_diag_re,sigma_diag_im,rel_sigma_diag,rel_sigma_l2,note
0.75,0.5,33,-0.46706572919129363,0.0001725751659892151,2,-5.14079102285409,-0.015041629108864876,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.5,34,-0.46706572919129363,0.0001725751659892151,2,-5.14079102285409,-0.015041629108864876,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.5,35,-0.46706572919129363,0.0001725751659892151,2,-5.14079102285409,-0.015041629108864876,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.5,36,-0.46706572919129363,0.0001725751659892151,2,-5.14079102285409,-0.015041629108864876,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.5,37,-0.46706572919129363,0.0001725751659892151,2,-5.14079102285409,-0.015041629108864876,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.5,38,-0.46706572919129363,0.0001725751659892151,2,-5.14079102285409,-0.015041629108864876,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.5,39,-0.46706572919129363,0.0001725751659892151,2,-5.14079102285409,-0.015041629108864876,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.5,40,-0.46706572919129363,0.0001725751659892151,2,-5.14079102285409,-0.015041629108864876,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.5,41,-0.46706572919129363,0.0001725751659892151,2,-5.14079102285409,-0.015041629108864876,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.5,42,-0.46706572919129363,0.0001725751659892151,2,-5.14079102285409,-0.015041629108864876,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.5,43,-0.46706572919129363,0.0001725751659892151,2,-5.14079102285409,-0.015041629108864876,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.5,44,-0.46706572919129363,0.0001725751659892151,2,-5.14079102285409,-0.015041629108864876,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.5,45,-0.46706572919129363,0.0001725751659892151,2,-5.14079102285409,-0.015041629108864876,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.5,46,-0.46706572919129363,0.0001725751659892151,2,-5.14079102285409,-0.015041629108864876,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.5,47,-0.46706572919129363,0.0001725751659892151,2,-5.14079102285409,-0.015041629108864876,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.5,48,-0.46706572919129363,0.0001725751659892151,2,-5.14079102285409,-0.015041629108864876,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.5,49,-0.46706572919129363,0.0001725751659892151,2,-5.14079102285409,-0.015041629108864876,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.5,50,-0.46706572919129363,0.0001725751659892151,2,-5.14079102285409,-0.015041629108864876,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.5,51,-0.46706572919129363,0.0001725751659892151,2,-5.14079102285409,-0.015041629108864876,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.5,52,-0.46706572919129363,0.0001725751659892151,2,-5.14079102285409,-0.015041629108864876,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.5,53,-0.46706572919129363,0.0001725751659892151,2,-5.14079102285409,-0.015041629108864876,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.5,54,-0.46706572919129363,0.0001725751659892151,2,-5.14079102285409,-0.015041629108864876,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.5,55,-0.46706572919129363,0.0001725751659892151,2,-5.14079102285409,-0.015041629108864876,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.5,56,-0.46706572919129363,0.0001725751659892151,2,-5.14079102285409,-0.015041629108864876,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.5,57,-0.46706572919129363,0.0001725751659892151,2,-5.14079102285409,-0.015041629108864876,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.5,58,-0.46706572919129363,0.0001725751659892151,2,-5.14079102285409,-0.015041629108864876,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.5,59,-0.46706572919129363,0.0001725751659892151,2,-5.14079102285409,-0.015041629108864876,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.5,60,-0.46706572919129363,0.0001725751659892151,2,-5.14079102285409,-0.015041629108864876,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.5,61,-0.46706572919129363,0.0001725751659892151,2,-5.14079102285409,-0.015041629108864876,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.5,62,-0.46706572919129363,0.0001725751659892151,2,-5.14079102285409,-0.015041629108864876,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.5,63,-0.46706572919129363,0.0001725751659892151,2,-5.14079102285409,-0.015041629108864876,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.5,64,-0.46706572919129363,0.0001725751659892151,2,-5.14079102285409,-0.015041629108864876,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,0,-0.3087230871959763,0.00012395711568197502,1,-0.4101562444814047,-4.516601493782469e-05,,,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,1,-0.35011008682663647,0.0001343496790717985,1,-0.5514752800403423,-9.70121724586032e-05,0.25625635091471716,0.25614562398695684,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,2,-0.3531124820176772,0.00013554264551601453,1,-0.5705275629311874,-0.00010771503469765247,0.03339415445528157,0.050036707552075524,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,3,-0.3532307153003782,0.0001356010499453964,1,-0.5715436747325306,-0.00010838555280573619,0.0017778378962566362,0.0033382815771959566,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,4,-0.3532336247806667,0.00013560268885618522,1,-0.5715740330166319,-0.00010840737825342088,5.3113489499275984e-05,0.0001129018209382712,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,5,-0.35323367461506827,0.0001356027196664955,1,-0.5715746371478867,-0.00010840783949049926,1.0569598102166387e-06,2.4640033353867637e-06,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,6,-0.35323367525005567,0.00013560272008824776,1,-0.5715746458632743,-0.00010840784646249104,1.5248035105813976e-08,3.8352377176955555e-08,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,7,-0.3532336752563421,0.00013560272009267686,1,-0.5715746459593404,-0.000108407846542328,1.680726675589877e-10,4.511685843774829e-10,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,8,-0.35323367525640026,0.00013560272009271318,1,-0.5715746459601797,-0.00010840784654304837,1.468450195593712e-12,4.173609556804009e-12,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,9,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.0001084078465430536,1.0294690801408886e-14,3.126534758910122e-14,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,10,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,2.3710860878967248e-20,2.141323087494046e-16,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,11,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,1.0886839128277888e-17,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,12,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,13,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,14,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,15,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,16,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,17,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,18,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,19,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,20,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,21,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,22,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,23,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,24,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,25,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,26,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,27,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,28,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,29,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,30,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,31,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,32,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,33,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,34,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,35,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,36,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,37,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,38,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,39,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,40,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,41,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,42,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,43,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,44,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,45,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,46,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,47,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,48,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,49,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,50,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,51,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,52,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,53,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,54,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,55,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,56,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,57,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,58,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,59,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,60,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,61,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,62,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,63,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,0.8,64,-0.35323367525640026,0.00013560272009271345,1,-0.5715746459601856,-0.00010840784654305361,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,2.0,0,-0.1748658676873891,0.00010668366469687947,1,-0.18749999963541666,-7.812499982204861e-06,,,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,2.0,1,-0.18148557905049506,0.00010740993470244661,1,-0.19616732549066096,-8.835320648289761e-06,0.04418333116957685,0.028213655716949913,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,2.0,2,-0.1815875396012704,0.000107425533389823,1,-0.19631236436082633,-8.858669522727493e-06,0.0007388167952096337,0.0004362156051725237,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,2.0,3,-0.18158836708444845,0.00010742568370160048,1,-0.1963136009997095,-8.85890262104885e-06,6.299303245259312e-06,3.6436255622990123e-06,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,2.0,4,-0.18158837130854927,0.00010742568456123332,1,-0.1963136075526152,-8.858903992410688e-06,3.337978419614574e-08,1.920619354565449e-08,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,2.0,5,-0.18158837132347952,0.00010742568456454089,1,-0.19631360757651162,-8.858903997815033e-06,1.2172570973679092e-10,7.008497281448354e-11,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,2.0,6,-0.18158837132352318,0.00010742568456455007,1,-0.19631360757657557,-8.858903997830401e-06,3.2574842258494437e-13,1.8807654326214915e-13,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,2.0,7,-0.18158837132352318,0.00010742568456455009,1,-0.19631360757657568,-8.858903997830434e-06,5.65535463312104e-16,3.9647275041215725e-16,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,2.0,8,-0.18158837132352318,0.00010742568456455009,1,-0.19631360757657568,-8.858903997830434e-06,0.0,9.004226818142271e-18,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,2.0,9,-0.18158837132352318,0.00010742568456455009,1,-0.19631360757657568,-8.858903997830434e-06,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,2.0,10,-0.18158837132352318,0.00010742568456455009,1,-0.19631360757657568,-8.858903997830434e-06,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,2.0,11,-0.18158837132352318,0.00010742568456455009,1,-0.19631360757657568,-8.858903997830434e-06,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,2.0,12,-0.18158837132352318,0.00010742568456455009,1,-0.19631360757657568,-8.858903997830434e-06,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,2.0,13,-0.18158837132352318,0.00010742568456455009,1,-0.19631360757657568,-8.858903997830434e-06,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,2.0,14,-0.18158837132352318,0.00010742568456455009,1,-0.19631360757657568,-8.858903997830434e-06,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,2.0,15,-0.18158837132352318,0.00010742568456455009,1,-0.19631360757657568,-8.858903997830434e-06,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
0.75,2.0,16,-0.18158837132352318,0.00010742568456455009,1,-0.19631360757657568,-8.858903997830434e-06,0.0,0.0,week3_scan;z_diag=0+i*eta;origin=xi_k=2t(1-cos k);E0_Born_VC=NOT_COMPUTED;no_train
